label,text
1,kyA Apa mere sAtha vIDiyo banAeMge
1,pharka sApha hai koronA nahI hai yaha eka DhoMga hai
1,shubha saMdhyA vaMdana svITa dosta jI ☕☕☕🍱🍱🍱🥞🥞🥞🥪🥪🥪👈👈👈
0,"bura to, isakA jabaradasta hai chodane meM bahuta hI achChA aura phAyademaMda sAbita hogA aMdAza se lagabhaga"
1,2 naMbara meM ChupA huA ha
0,sAle bhAjapAI bha.Dave   dalAla
0,+91- <number> )samasyA kaisI bhI ho ghara baiThe 𝟭𝟬𝟬% samAdhAna jaise :➡️💑manachAhA pyAra pAe➡️👫khoyA pyAra vApasa pAeM➡️pati-patnI meM🚻anabana➡️💫tu.DavAye-karavAeM➡️🧟‍♀️kAle jAdU se ChuTakArA pAeM ➡️🏡graha klesha se ChuTakArA pAeM ➡️saMtAna sukha🤰➡️kArobAra maiM munAphA kamAe💸💰➡️kachaharI ke mukadame se ChuTakArA pAeM ➡️🛫 videsha yAtrA meM rukAvaTa➡️apane kariyara meM saphalatA pAeM➡️🐍kAlasarpa pujA=mAMgalIka doSha🙌 noTa:eka bAra sevA kA mokA de sabase pahale kAma karane kA pakA vAdA | saMparka naMbara :-☎+91- <number> 𝗢𝗻𝗲 𝗖𝗮𝗹𝗹 𝗖𝗮𝗻 𝗖𝗵𝗮𝗻𝗴𝗲 𝗬𝗼𝘂𝗿 𝗟𝗶𝗳𝗲   𝟭=𝗟𝗼𝘃𝗲 𝗣𝗿𝗼𝗯𝗹𝗲𝗺𝘀 𝗦𝗼𝗹𝘂𝘁𝗶𝗼𝗻 𝟮=𝗕𝘂𝘀𝗶𝗻𝗲𝘀𝘀 𝗣𝗿𝗼𝗯𝗹𝗲𝗺 𝗦𝗼𝗹𝘂𝘁𝗶𝗼𝗻 𝟯=𝗚𝗲𝘁 𝗬𝗼𝘂𝗿 𝗟𝗼𝘃𝗲 𝗕𝗮𝗰𝗸 𝟰=𝗖𝗼𝘂𝗿𝘁 𝗖𝗮𝘀𝗲 𝗣𝗿𝗼𝗯𝗹𝗲𝗺 𝗦𝗼𝗹𝘂𝘁𝗶𝗼𝗻 𝟱=𝗩𝗮𝘀𝗵𝗶𝗸𝗮𝗿𝗮𝗻 𝗦𝗽𝗲𝗰𝗶𝗮𝗹𝗶𝘀𝘁 𝟲=𝗕𝗹𝗮𝗰𝗸 𝗠𝗮𝗴𝗶𝗰 𝗦𝗽𝗲𝗰𝗶𝗮𝗹𝗶𝘀𝘁 𝟳=𝗟𝗼𝘃𝗲 𝗠𝗮𝗿𝗿𝗶𝗮𝗴𝗲 𝗦𝗽𝗲𝗰𝗶𝗮𝗹𝗶𝘀𝘁 𝟴=𝗙𝗮𝗺𝗶𝗹𝘆 𝗣𝗿𝗼𝗯𝗹𝗲𝗺𝘀 𝘀𝗼𝗹𝘂𝘁𝗶𝗼𝗻 𝟵=𝗠𝗼𝗻𝗲𝘆 𝗣𝗿𝗼𝗯𝗹𝗲𝗺𝘀 𝗦𝗼𝗹𝘂𝘁𝗶𝗼𝗻 𝟭𝟬=𝗝𝗼𝗯 𝗣𝗿𝗼𝗯𝗹𝗲𝗺𝘀 𝗦𝗼𝗹𝘂𝘁𝗶𝗼𝗻 𝗔𝗹𝗹
0,"kutte bhauMkate hai, to bhauMkane do."
1,bejjatI kA javAba itanI ijjata  se do kI bejjatI karane  vAlA khuda sharma se mara jAe 🤣🤣🤣🤣🤣🤣🤣😔
1,"💐🌺🍀🌷🌴🌼☘🌷💐🌻🌺 dila ke sAgara meM lahareM uThAyA nA karo, khvAba banakara nIMda churAyA nA karo, bahuta choTa lagatI hai mere dila ko, tuma khvAbo meM Akara yu.N taDapAyA nA karo!  GOOD NIGHT DEAR 💐🌺🍀🌷🌴🌼☘🌷💐🌻🌺  vajaha tuma ho -"
0,pArTI ke lie rote hai kyA 😝 kuCha to sharma karo 😝😝
0,🔝👹🤙🏻 aMdhere meM 🏹tIra nahIM Cho.Date🤺 …………dushmana kitanI bhI 🔝dUra ho haDDI💥 to.De binA🤺 nahIM Cho.Date🔥🚩
1,"thoDA ishqa  likhA         thoDA pyAra  likhA                tumhArA nAma   bAra-bAra  likhA.     ishqa kara  baiThI kalama  bhI tumase,,         dIvAnagI sI ChAI usape,,               kuCha aura  likhanA thA  mujhe,,                           usane terA hI nAma  bAra bAra likhA"
0,bhagavAna se to Daro AMTI Apake vIDiyo ChoTe-ChoTe bachche bhI dekhate haiM bechAre Dara jAte haiM
1,"duAoM pe hamAre aitabAra rakhanA, dila meM apane nA koI savAla rakhanA... denA chAhate ho agara khushiyAM hameM, basa Apa khusha rahanA, aura apanA khyAla rakhanA.....!!   Good night friends...🥱😴"
0,kuttA to bilkula bhI bhIga nahI rahA kiu logo ko bevakUpha banAte ho bhAI
0,sAle terI pUrI jAti bhikkU hai kutte samajhA
0,gAMDU jaisA kisI ko laga jAtI to terI bArAta havAlAta meM jAtI
0,kyo brA khola kara hilA rahI ho hama saba lauMDo kA lau.DA hila rahA hai😡👉
1,"khudA se bhI pahale terA nAma liyA hai maiMne, kyA patA tujhe kitanA yAda kiyA hai maiMne, kAsha suna sake tU dha.Dakana merI, hara sAMsa ko tere nAma se jiyA hai maiMne........!!! 😒"
0,kala terI mAM kA tU chale jA bhosa.DI ke maiyA kI ChUTa DAleMge mAM ke lo.De are bhosa.DI vAle sarakAra chalAne ke lie maiM khilAoge
1,verI verI supara mAjhI 🌹💞🌹💞🌹💞🌹💞🌹💞🌹💞🌹👌👌
0,tulabula ba.DI chaiTa ho rahI bhosa.DA cha**** raMDI bisavAM rAnI durgAvatI ritesha pAMDe
1,bulAtI hai magara jAne kA nahI jabardastI khIcha liyA gayA aba kabhI Ane kA nahI 🤣🤣😁😁😆😆
1,"khata le jAne se manA kara diyA kabUtara ne.  bolA,merA khuda kA brekaapa huA pa.DA hai kabUtarI se. 😂😂😁😍"
1,😁chAchA chodharI aura sAbU😄
0,kabhI nArI ke kapa.De utArane kI koshisha me mahAbhArata ho gayI thI Aja nArI ko tana Dhakane ko bola de to mahAbhArata ho jAtI hai   mA.N bApa ke kapa.De phaTa gaye beTI ko pahanAne me aura beTI ne kapaDe utAre pholoara ba.DhAne meM
0,bhaga bhosa.DI ke
0,la.DakiyoM ko Taiga karanA Cho.Da de varanA bhosa.DI phaTa jAegI tumhArI  raMDI bahano kI 😁😁😁
1,hA hA hA hA bilkula mere mana meM to Ama pIpatA chIkU aMgUra laMgUra  yaha vaha saba kuCha hai😜🙄😂😂😂😜😜😜😜😜🤣🤣
0,piChavA.DA dikhA rahIM haiM
0,kuCha bhI godI mIDiyA bikAU mIDiyA sAle gaddAra chora isa deshadrohI gaddAra ko pheka nyUja
1,bhAI meM ye  khAnA khA khA kara pareshAna ho gayA hUM hara dina kabhI chAya pAnI bhI pilA diyA karo🤣🤣🤣🤣🤪🤪😂😂 🤩🤪😝😂🤩🥴🥺
0,ye TIchara nahIM ho sakate ye iMsAna ke rUpa meM rAkShasa hai phAMsI yA doDA doDA kara enakAuMTara kara denA chAhie pradesha sarakAra kI kAnUna vyavasthA aba bahuta kamajora ho gaI hai krAIma karane ke lie ba.DhAvA de rahI hai ye loga sAmAja va apane parivAra kA bhalA nahIM kara sakate
0,Aba to tu saba dikhA chukI hai aba kyA chuta dikhAaigI
0,jo loga besharma beyAha hai unako kitane bhI jUte mAra lo ina ko koI pharka nahIM paDane vAlA hai
1,abhI aura bhI isa taraha ke nae rahasyoM se pardA uThegA|
1,Vedio banAne ke lie bechAre dogi ko hI dabA diyA patthara ke nIche
0,Abe bhosaDI vAlI okAta meM reele🖕🖕🖕
1,sara jI apanA khyAla rakhIye gA ThaMDa ba.Dha gaI hai|
1,aMdara bAla kara liye aura Upara se kapa.De pahana rakhe haiM
1,"_hama tere koI nahIM magara itanA_  _to batA !_  _zikra se mere, tere dila meM AtA kyA hai !!_"
1,supara supara nAisa beTA guDa nAITa beTA bahuta suMdara vIDiyo banAI hai💕💕💕💕💕💕💕💕💙💙💙💙💙💙💙💙💙💙👌👌👌👌👌👌👌👌👌👌👌👌
1,"bahuta hI sundara,"
0,bahuta ba.DA dUdha kA phekTrI hai
0,chAinA se AyA haiM kyA devA re devA 😳😳😳😳😳😳😳😳😳😳😳😳😳
0,are murkha iMsAna tune rAvaNa kI bAta sunI hai kyA aura dashaharA ko hama loga kyoM aura kisa lie manAte haiM nahIM jAnatA kyA
0,chodane de de
1,jo bhI merA kamenTa dekheM plIja pholo kara denA
1,"yaha loga aura kara bhI kyA sakate haiM| koI chintA kI bAta nahIM hai yaha sAmAnya hai, dostoM|"
1,besharmI logoM se sharama bhI sharmA jAtI hai|
1,hama duniyA se jarA haTa kara chalate haiM isalie kisI chIja ke AdI nahIM hai
1,nAcha phira kisane manA kiyA tero ko
0,"sochA thA tujhase kabhI bAta nahIM karUMgI,  para merI jAna tujhe dekhate hI dila dhokA de gayA||"
0,hAu De yU
1,lekina tuma TeMshana mata lo hama tumheM hara saMDe ko resToreMTa le jAkara tumheM jo khAnA hogA tuma khAnA hamAre sAtha baiThakara samajhI tuma
1,muddA kisAnoM kA thA tabhI janatA chupa thI  370 CAA ke lie dharanA diyA to pablika chaurAhe para pelegI  phira nA kahanA batAyA nahIM  😤😤
0,"sahI hai yahI honA hI chAhiye | Ajakala ke jamAne me la.DakiyoM ko bhI Age baढ़ne kA avasara mila rahA hai , lekina shAdI kI umra  bhI  baढ़AnA jarUrI hai | jaba taka apane pairoM para kha.DA na hoM jAya taba taka shAdI na hI kare to behatara hai | AjAdI ChInanA ThIka nahIM hai| lekina sImA taka | unase bhI pUChanA chAhie ki vaha kyA karanA chAha rahI hai | 👆👆👆"
0,dAdU kA nAma chAshanI hogA 😃
1,aisI hai banane mujhe
0,hamAre bhArata kA asIma saubhAgya hai| jo itane mahAna koTi koTi ke parama chUtiyA yahAM virAjamAna haiM| ApakI isa adbhuta kalA ko dekhakara anya sabhI chUtiyAo meM josha bhara AyA hai| hama apekShA karate haiM ki Apa isa sabhyatA ko isI taraha barakarAra rakheMge evama apane anya chUtiyA sAthiyo ke preraNA srota baneMge|
1,"🍁🔥🙏 *jaya shrI rAdhe*🙏🔥🍁           *agAdha jala meM rahane vAlI* *rohU maChalI kabhI abhimAna nahIM karatI*    *kintu chullU bhara pAnI meM rahane vAlI*        *ChoTI ChoTI maChaliyA.N phudakatI* *rahatI haiM, isI taraha satpuruSha vibhUti pAkara*     *abhimAna rahita jIvana yApana karate haiM,*        *kiMtu duShTa loga thoDe़ se dhana pAkara*             *maryAdA se bAhara ho jAte haiM!*  *maryAdA sahita jIvana hI Adarsha jIvana hai!*                               Lord Krish 🙏"
0,aba sAla 5 sAla meM isa trail kA risult AegA 100 karo.Da logoM kA aba kyA hai hone vAlA hai vaiksIna ke taraha taraha ke sAiDa effect taya kareMge 😀😀😀 vacinne
0,aise khilone to bAjAra meM bahuta bikate hai  besharama aurata
0,seksI ho kyAkyA agara nahIM jAnatI tau crome para seksI xxeesaracha karake vIDiyo deko
1,javAnI kai joMsa bAda meDama jI
1,Aja to eka bAra bhI nahIM bolA sonU chupa ho jA
1,hakIkata meM kAtila adAeM hai 🥭🥭
1,dAdA aba to kohalI he sharmA jI kA beTA he darabAra he sara jaDejA
0,tU pAgala hai kyA re maiMne tumheM teja Cho.Da Ate ho
1,"🦋🦋🦋🦋🦋🦋🦋🦋 paMkhe pe laTakA huA sara, khi.DakI se tumhe dekhatI AtmA, beDa ke nIche baiThI chu.Daila, parade ke pIChe sira kaTI lAsha, ina saba kI tarapha dhyAna mata denA ArAma se sonA…!  guDa nAITa!!❣😴😴😴 🦋🦋🦋🦋🦋🦋🦋🦋"
0,sAlI ke piChavAre meM lanDa pela do  sAlI india ke sAre mA.N bahana ko bigA.Da rahIhai sAlI kI mA.N koThA chalatI hogI isilae ye sAlI mauja ko koThA banAkara rakha diyA hai
0,aise kuttoM ko to mAranA chAhie
0,💔⃝misTara chaMdU ≛❍❍ ᴄᴏᴘʏ❍❍ ᴛᴇʀɪ❍❍ ʙᴀʜᴀɴ❍❍ ᴋɪ❍❍ ᴄʜᴜᴛ❍❍ ᴋᴀʀᴛᴀ❍❍ ʜᴜ❍❍ ʙᴇᴛᴀ❍❍ ᴛᴇʀɪ❍❍ ʙᴀʜᴀɴ❍❍ ᴋɪ❍❍ ᴋᴀʟɪ❍❍ ᴄʜᴜᴛ❍❍ ᴍᴀᴀʀ❍❍ ᴋᴀʀ❍❍ ᴜsᴀᴋᴀ❍❍ sᴀʀᴀ❍❍ ᴘᴀɴɪ❍❍ ᴛᴇʀᴇ❍❍ ᴍᴜʜ❍❍ ᴍᴇ❍❍ ʙʜᴀʀ❍❍ ᴅᴜɴɢᴀ❍❍ ᴛᴜᴊʜᴇ❍❍ ᴘʏᴀsᴀ❍❍ ɴᴀʜɪ❍❍ ʀᴀʜɴᴇ❍❍ ᴅᴜɴɢᴀ❍❍ 😁😁😁😁😁😁😁😁😁❍❍
0,bahuta chutiyA banAye ho rAmAyaNa dikhA kara
0,bhosarI ke alI ke beTe ke lie to bihAra kA hI lAla kAphI hai abhI to karnATaka meM hI daMgA huA hai to itanA uChAla rahI hai bihAra meM to ho jAe phira tumhe patA chalegA The powar of Bihar only for students
1,isameM isa bachche kI nahI bachche kI mA.N kI galatI hai kyoMki bachche ko to gaMgA mA.N kA mahatva  hI nahI patA hai para bachche kI mA.N ko to saba patA hai phira bhI aisI galatI kara rahIM haiM sabakA dharama naShTa kara rahIM haiM 😠😠😠😠
1,rotI huI A.Nkho me iMtezAra hotA hai​; ​nA chAhate hue bhI pyAra hotA hai​;​ kyU dekhate hai hama vo sapane​;​ jinake TUTane para bhI unake sacha hone​;​ kA iMtezAra hotA hai​|
0,leDIsa ke lie galata hai unameM  seksa kI bhAvanA jAgRRita  hogI
0,abe suna merI bAta tUne yaha vIDiyo railI to tujhe itane kameMTa mile para tUne inakama kameMTa kI bAtoM para dhyAna diyA kabhI nahIM basa sirpha tUne apanI kamAI para dhyAna diyA ho abe sAle suna be tere jaise nA mAra aise logoM kI vIDiyo banAkara Adara karate haiM tAki vaha kuCha kameMTa se kuCha lAiko se kuCha rupae kamA sakeM tujhase ba.DA kamI nA koI A sakatA para tUne vIDiyo banAne ke basa Ae unakI halkI hotI sahAyatA kI hotI to tujhe Aja hI bAta nahIM sunanI pa.DatI samajhadAra ho to tumhAre lie itanA bahuta hai
1,kaisA hai jI
1,jInA sirpha tere lie
0,Are jIvaMta Ahe re bhAvAno
0,guMDo kA parivAra hai saba chora hai sAle
1,hAM bahana guDa maॉrniMga
0,galata bAta hai ApakI
0,sanama bhUla gaI ho sanama bhUla gaI ho maiM sanama la.DakI saॉrI aurata kamInI sharma karo kuCha sanama bacha gayA ho to sharma karo
0,jAna lene para tulI ho kyA
0,sabake saba chora he sAle 😡😡😡
1,jo nanhI AMkheM maiseja ko dekha rahe haiM unako gAMdhI jayaMtI kI hArdika badhAI
1,ga I bhaisa pAnI me chArA Dhu.NDane khA gaye ka.Nsam vaMshI
1,kisI ke jisma ko nahIM  rUha ChU sako to ishka karanA| kisI ke kapa.De utaravAkara nahIM  agara kisI kA dupaTTA sabhAla sako to ishka karanA|
0,"Ao mere pAsa,dUdha nikAla dUM 🤪🤪"
1,aba to tu kapa.De bhI utAra de
0,bochA  masta hAlavatasa
1,koI ऑnalAina ho to hameM guDa nAITa hI bola do 😋😋
0,besharmI kI hada karadI
1,barobara Ahe AmachyAkaDe paNa techa hote
0,ma****** kaisA kaisA vIDiyo banAkara DAla detA hai chIna kA vIDiyo hai bahana choda iMDiyA kA vIDiyo hai ma****** tU kaha rahA hai chIna kA vIDiyo hai sAlA
0,bAbara kI mAM kA bhosa.DA
1,rAdhe rAdhe jI guDa marni~Na 🌹
1,👄💋👄💋👄💋👄💋👄💋👄💋👄💋👄💋👄💋👄💋👄💋👄💋👄💋👄💋👄💋👄💋👄💋👄💋👄💋👄💋👄💋👄💋👄💋👄💋👄💋👄💋👄💋👄💋👄💋👄💋👄💋👄💋👄💋👄💋👄💋👄💋😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭aba to kAhI tere bIna chaina nA A jAye darda biChaDa ne kA aba nA sahA jAye ye 😘👄👄👄👄👄👄👄👄 aba to kAhI tere bIna chaina nA A jAye darda biChaDa ne kA aba nA sahA jAye ye 😘😘😘😘😘😘😘😘😘😘😘👄💋👄💋👄👄👄👄👄👄
0,harAmI pillA ChUTa gayA
1,verI guDa kyA bAta hai jI ThaMDI laga rahI hai mere dosta
0,tU to bahuta moTI hai yAra anA.DI hUM khilA.Diyo  gapA gapa gapA gapa
1,jaya shivarAya jaya rAjamAtA
1,"isase achChA aura kyA hai ,                                    ki Apa jise dila se chAho usake sAtha apanI pUrI umra gujAra do|                                💖💖💖"
0,abe jAdUgara aMgUThI ke pIChe kyA hai ve isase achChA to jAdU mere dekha samajhA yaha jyAdA mata dikhA abhI posTa karUM kyA TIkamaga.Dha meM AjA pIChe-pIChe patalI vAlI terI gAMDa meM galI galI
0,akhilesha bhaIyA AyeMge yogI kI gAM.Da phA.Da deMge isa bAra
0,abe jo pahanA hai nA vaha bhI utAra de phira achChI lagI ki bhejo
0,are bhosa.DI ke kuCha sarama kara le
0,mAdara choda majAka karatAhekyA bhArata ke sAta pAkistAnI hai kyA
0,tU moTI hai nA terA piyA paChatAtA hogA
0,pradhAna maMtrI ambAnI hai chUtie
0,bhArata ko namaka khA ke pAkistAna kA jhaDA larAo thArI mAki
0,are dharmeMdra ma****** vIDiyo haTA nahIM to terA bahana choda deMge
1,bichAre ko pAgala khAne le jAnA pa.DegA
1,Ishvara para bharosA rakho saba ThIka ho jAyegA jI
1,guDa nAITa jI verI verI nAisa jI🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀👌👌👌👌👌👌👌☘️☘️☘️☘️☘️☘️☘️☘️☘️☘️☘️☘️💜💜💜💜💛💛💛💛💛💛💛🥀🥀🥀🥀🥀
0,gAMDa maravA kara dekha sArI garmI nikala jAe
1,tulA kaLalaM kA agodara lagnAchyA agodara
1,sAmane se prapoja karane kA bahuta mana karatA hai sweetheart lekina jaba tuma sAmane Ate ho to bahuta Dara bhI lagane lagatA hai aura sarama bhI lagatI hai phira sochatA hUM apanI sweetheart ho kisa bAta kA Dara aura sarama kabhI bolUMgA sAmane se okk my love
1,jyAdA shokha hai to naMbara do
0,Maro salo ko phAMsI kI sajA do
0,chAlU aurata phaimasa hona la‌I ki kuCha karanA peMdA ha
1,chaiTa para jA kara dekha
1,"hara hara mahAdeva hara hara mahAdeva hara hara mahAdeva hara-hara mahAdeva hara-hara mahAdeva hara hara mahAkAla hara hara mahA kAlI hara hara mahAkAla ko hara hara mahAkAla,,,"
1,He durga ma sako thik kr dIjie jaldI se aura jinakI Detha ho gaI unako AtmA ko shAMti de😞😞😞🙏🙏🙏💐💐💐💐💐💐💐💐
0,kyA bAta paMlaga toDa kustI ke maje le rahI
0,baMdara jaisI shakala terI kAle shAyaniMga mata mAra sAle aura gore tu bahUta sUMdara he
0,ye aMdhabhakta kabhI nA sudharane vAle hai      guphA vAle jo hai 😂😂😂😂😂
1,jIjA aura sAla
0,maiM terI gAMDa mAMga lUMgA
0,tuma loga lAika pAne ke lie naI janareshana meM jahara ghola rahe ho pAnI to tumhArI mAM bahana kI bhI nikalatA hai
1,musIbata meM dabe apane rishtedAroM ko khojane bachAne kA aMtima prayAsa meM bhI pAnI phera diyA |
1,bAya mArkeTa jA rahe sAikila le kara !🙄🖐️
1,"🌷rAta kyA huyI raushanI ko bhUla gaye,😊 🍁chA.Nda kyA nikalA sUraja ko bhUla gaye,😇 🌾mAnA kuCha dera hamane Apako SMS nahI kiyA,😉 🌌to kyA Apa hame yAda karanA bhUla gaye… 😯 🌹 Good night 🌹❣️❣️"
1,sIdhe sIdhe 40 yA 50 rUpaye bha.DA te he
1,pIChe bhAI sAhaba kapa.De sukhA rahe haiM
1,"tumhe to apano ne lUTA hai gairoM meM kahAM dama thA, kistI tumhArI vahAM DUbI jahAM pAnI bahuta kama thA|||||💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓"
0,bIcha roDa para dikhAnA terI bahana kA bhoMsa.DA aisI aisI vIDiyo banAtI hai sA.DI
1,karapshana ko haTAkara ImAnadArI se jo paisA bachatA hai kejarIvAla usa paise ko janatA ke lie muphta meM mahilAoM ko phrI basa bijalI pAnI detA hai karekshana karane ke bAda janatA ko lUTa lo aura hara chIja mahaMgI kara do yaha koI achChI bAta nahIM hai sabase ba.DI samasyA mahaMgAI aura berojagArI hai usa para kauna bolatA hai hiMdU muslima dharma idhara-udhara kI bakavAsa shurU karate haiM jinhoMne koI kAma nahIM kiyA vikAsa kA saba nauTaMkI kI aura bhAShaNa die
0,pAgala hai kyA hama kyA mara gae haiM bhAI hama tere saporTa meM hai mere bhAI
0,sAlA eka machChara AdamI ko.......o machChara hai tu.🤦‍♀️🤪
1,jaya bhole nAtha
0,bhosa.DI vAle pahale shAyarI sIkha le
1,isa la.DakI kI orijinala id kyA hai koI batAo
1,kyA DAMsa hai maiDama
0,chUtiyA sAlA sukA
1,Good beka rAuMDa
0,bhAI aisI vIDiyo banAne meM Apako sharma nahIM AtI
0,tujhI  🍎🍎💗💗kitI  moThyA  Aheta
1,kyoM jI aisA kyA ho gayA
1,"hare hare gArDana meM pyArA sA phUla , duA karo kI Ane vAlA sAla ho sabake lie kUla"
0,are yaha kapa.De bhI kyoM pahana rakhI ho ina kapa.DoM ko bhI khola do sharma to vaise bhI nahIM A rahI tujhe
1,kama se kama apanI eka biDIyo hI DAla dete bAbu merI tasallI ke lie
0,jyAdA u.Do mata sAla badalA hai sAlI aura gharavAlI nahIM badalI 😂😂
1,mujha ko bhUlane vAle tU kahI nA chaina pAe  mujha ko bhUlane vAle tU kahI nA chaina pAe  mujha ko ta.DapatA Cho.Da mere dila kA shIshA                     to.DA  mujha ko ta.DapatA Cho.Da mere dila kA shIshA                     to.DA gairo se jA ke tU ne kiyU dila kA rishtA                         jo.DA gairo se jA ke tU ne kiyU dila kA rishtA                          jo.DA
1,ChattIsaga.Dha kA pyAra ChattIsaga.Dha kA dulara
0,dhaMdhA kara le vIDiyo se achChA rahegA gaMde khUna kI gaMdI aulAdoM
0,are mUrkhAMno hA ChakkA Ahe ChakkA
1,suparahiTa kapa.De haiM
0,dhArmika bhAvanAoM ko Ahata pahuMchA rahA hai kutte
1,pheka hai nakalI hai yAra
1,keTalI meM bahuta bahuta pAnI hai bhAIsAhaba
0,aisI kutI kona hai
0,ye raMDI musalamAno ko badanAma kara rahI hai
0,chama.De kA iMjekshana
1,vAheguru hama bhI ghUma chuke haiM🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🌹🌹🌹🌹🌹🌹🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻
0,najara gandI kisakI hotI haiM???? auratoM ko dekhakara aurata kI to nahIM hotI hogI  vo najara  hI kyA???jo na pahachAne najara ko najara hI pahachAnatI hai kisI bhI haivAna kI najara ko aura chAhe hijAba pahano yA nA pahano jaba taka dekhane vAle kI najara sApha na ho taba taka koI bhI aurata mahaphUza nahIM kaI bAra to aurata apane khuda ke ghara meM bhI mahaphUza nahIM hotI basa ghara kI izzata bachAne ke lie chupa rahatI hai Packed chocolate or unpacked chocolate Example is totally 👎🏻 najara sApha ho to apanI bIvI ke sivA hara aurata mA.N aura bahana hI najara AtI hai kisI bhI aurata ko hijAba kI nahIM najara sApha hone kI jarUrata hai  jayahiMda
1,aisI dukhada vIDiyo dekha kara mana bahuta pareshAna hotA hai bhagavAna isake bure karmoM kI sajA jarUra degA isa ko phAMsI honI chAhie isa kutte ko bhI berahamI kI mauta mAranA chAhie
1,ina 6 bAtoM kA j~nAna hai pa.DhanA bhI AtA hai lekina inako dila meM utAranA aura inake bAre meM sochanA aura isake Upara kArya karanA nahIM AtA
1,terA eka bhI vIDiyo pUrA nahIM hotA hai| ba
0,ekadama masta tarIke se dabA rahA hai o le bhI liyA
0,adhikatara chamache merA reply pa.Dha kara sulaga jAte haiM aura merA reply delete kara dete haiM| isalie unheM sIdhA riplAI kI apekShA kaॉmeMTa karatA hUM|    isa posTa meM bhI eka chamachA jisakI shakla aura aukAta 15 paise kI bhI nahIM vaha 15 lAkha mAMga rahA hai| kisa bAta ke 15 lAkha ? ? ? ? bhaiMsa charAI thI kyA ? ? ?
0,yahI DAlo gAMDa meM
1,bhAI Apa shivAnI jI ko jAnate ho kyA javAba dIjiegA
0,ApakI jaisI ko to ghara kI ijjata banAyA jAtA hai💕💕👍👍
1,jo aba taka na khaulA vo khUna nahI pAnI hai  jo lahU desha ke kAma na Aye bekAra vo javAnI hai  jaya hiMda 🙏🙏🇮🇳🚩
0,inabaॉksa cheka kara kyA rAdhe ke grupa meM jA rahI hai bAra-bAra kyA tumheM aise ijjata pasaMda hai aisI ijjata pasaMda hai kyA tumheM
1,maiMne bhI ApakI vIDiyo sheyara kara diyA hai jI hAM dosta Apa bhI karo ❣️❣️❣️❣️❤️❤️💖💖🌹🌹🌹🌹
1,kitI ChAna nAchate👌👌👌👌👌
0,isake bApa ko bhI gadhe kA  laMDa lagA kara isakI mA.N ko chod na tha
0,"viDIyo banAne ke lie kutte ko,DAMTa diyA niche yA phira bachAyA"
0,bhagavA AtaMkiyoM ne kiyA chalatI Trena meM phAyariMga😥😥😥
1,hAla me hI banA 3100 karo.Da kA baMgalA phira kisakA hai....
0,⚔️☠️haivAna👹zindAbAda☠️⚔️ᴛᴇʀɪ. ʀᴀɴ. ᴅɪ. ʙᴀʜᴀɴ. ᴊᴀʙꜱᴇ. ᴍᴇʀᴇ. ʟᴏᴅ ᴇ. ᴋᴏ. ɴᴍᴀᴢ. ᴅᴇᴛɪ. ʜᴀɪ. ᴜꜱᴋɪ. ᴄʜᴜᴛ. ᴋᴏ ʙᴅᴀ. ᴍᴊᴀ. ᴀᴀᴛᴀ. ʜᴀɪ. ᴍᴀᴅᴀʀ. ᴄʜᴏᴅ. ᴀʟʟᴀʜ. ᴋɪ. ᴀᴍᴍɪ. ᴋᴀ. ʙʜᴏꜱᴅᴀ.
1,Apako bhI haippI rakShAbaMdhana
1,"hamase mohabbata,karane  vAle rote hI raha jAeMge| hama kisI rAta, soe | to sote hI raha jAeMge|| koI kaha de jAkara usase,  lauTanA hamArA nAmumakina hogA,  aura vaha takiyA bhigote hI raha jAeMge|| *******************************"
1,hathelI para rakhakara nasIba       tU kyU.N mukaddara DhUDhaMtA hai   zarA shikha usa samundara se |    jo TakarAne ke lie patthara DhUDhaMtA hai
0,aisA kiyo karate hai yA harmiyo mi avalaDa maMdira meM jAke aisA bakavAsa kara harAmI mAdhara Cho.Da
1,Aja maiMne tumako apanA banA liyA hai tuma bhI mujhe apanA lo dekha lenA merI yAda bahuta AegI to maiM kyoMki maiMne bhI pyAra kiyA tumane bhI pyAra pyAra kiyA Tika Taॉka para bahuta pyAra karatA thA maiM dUsaroM ko de denA
0,koNa hotA hA mAdarachota sAlA
0,khola hI jo de| sharma nAma kI chIza hai ki nahIM
1,supara verI verI guDa bebI 👍👍👍👍👍
1,"hama raMga nahI badalate, chAhe to ajamAle|😊"
1,ye seDa garla apane Apa se bAta kara rahI haiM kyA.!🤔
0,krikeTa hI khelanA Cho.Dade toha behatara hai phukarA khilADI hai..
0,chala be gAMDa kI maila ye bhI koI vIDiyo hai
0,o kutte 1984 daMge vAle te apanI mauta maraNa lage huna tU hona sutA uThA kamIna
